file,writer_id,split,page
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\005-P17.wptt,5,Train,005-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\005-P18.wptt,5,Train,005-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\005-P19.wptt,5,Test,005-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\005-P20.wptt,5,Train,005-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\023-P16.wptt,23,Test,023-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\023-P17.wptt,23,Train,023-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\023-P18.wptt,23,Train,023-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\023-P19.wptt,23,Train,023-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\023-P20.wptt,23,Train,023-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\007-P16.wptt,7,Test,007-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\007-P17.wptt,7,Train,007-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\007-P18.wptt,7,Train,007-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\007-P19.wptt,7,Train,007-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\007-P20.wptt,7,Train,007-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\024-P16.wptt,24,Test,024-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\024-P17.wptt,24,Train,024-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\024-P18.wptt,24,Train,024-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\024-P19.wptt,24,Train,024-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\024-P20.wptt,24,Train,024-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\008-P16.wptt,8,Train,008-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\008-P17.wptt,8,Train,008-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\008-P18.wptt,8,Train,008-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\008-P19.wptt,8,Train,008-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\008-P20.wptt,8,Test,008-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\025-P16.wptt,25,Train,025-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\025-P17.wptt,25,Test,025-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\025-P18.wptt,25,Train,025-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\025-P19.wptt,25,Train,025-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\025-P20.wptt,25,Train,025-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\009-P16.wptt,9,Train,009-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\009-P17.wptt,9,Test,009-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\009-P18.wptt,9,Train,009-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\009-P19.wptt,9,Train,009-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\009-P20.wptt,9,Train,009-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\026-P16.wptt,26,Train,026-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\026-P17.wptt,26,Test,026-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\026-P18.wptt,26,Train,026-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\026-P19.wptt,26,Train,026-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\026-P20.wptt,26,Train,026-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\010-P16.wptt,10,Train,010-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\010-P17.wptt,10,Train,010-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\010-P18.wptt,10,Test,010-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\010-P19.wptt,10,Train,010-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\010-P20.wptt,10,Train,010-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\027-P16.wptt,27,Train,027-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\027-P17.wptt,27,Train,027-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\027-P18.wptt,27,Train,027-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\027-P19.wptt,27,Train,027-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\027-P20.wptt,27,Test,027-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\011-P16.wptt,11,Train,011-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\011-P17.wptt,11,Train,011-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\011-P18.wptt,11,Test,011-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\011-P19.wptt,11,Train,011-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\011-P20.wptt,11,Train,011-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\028-P16.wptt,28,Train,028-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\028-P17.wptt,28,Train,028-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\028-P18.wptt,28,Test,028-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\028-P19.wptt,28,Train,028-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\028-P20.wptt,28,Train,028-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\012-P16.wptt,12,Train,012-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\012-P17.wptt,12,Train,012-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\012-P18.wptt,12,Train,012-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\012-P19.wptt,12,Train,012-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\012-P20.wptt,12,Test,012-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\030-P16.wptt,30,Train,030-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\030-P17.wptt,30,Test,030-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\030-P18.wptt,30,Train,030-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\030-P19.wptt,30,Train,030-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\030-P20.wptt,30,Train,030-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\014-P16.wptt,14,Train,014-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\014-P17.wptt,14,Train,014-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\014-P18.wptt,14,Test,014-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\014-P19.wptt,14,Train,014-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\014-P20.wptt,14,Train,014-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\031-P16.wptt,31,Train,031-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\031-P17.wptt,31,Train,031-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\031-P18.wptt,31,Train,031-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\031-P19.wptt,31,Test,031-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\031-P20.wptt,31,Train,031-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\017-P16.wptt,17,Train,017-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\017-P17.wptt,17,Train,017-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\017-P18.wptt,17,Train,017-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\017-P19.wptt,17,Train,017-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\017-P20.wptt,17,Test,017-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\032-P16.wptt,32,Train,032-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\032-P17.wptt,32,Test,032-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\032-P18.wptt,32,Train,032-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\032-P19.wptt,32,Train,032-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\032-P20.wptt,32,Train,032-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\033-P16.wptt,33,Train,033-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\033-P17.wptt,33,Test,033-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\033-P18.wptt,33,Train,033-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\033-P19.wptt,33,Train,033-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\033-P20.wptt,33,Train,033-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\151-P20.wptt,151,Train,151-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\151-P16.wptt,151,Train,151-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\151-P17.wptt,151,Test,151-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\151-P18.wptt,151,Train,151-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\151-P19.wptt,151,Train,151-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\034-P16.wptt,34,Test,034-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\034-P17.wptt,34,Train,034-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\034-P18.wptt,34,Train,034-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\034-P19.wptt,34,Train,034-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\034-P20.wptt,34,Train,034-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\035-P16.wptt,35,Train,035-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\035-P17.wptt,35,Train,035-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\035-P18.wptt,35,Train,035-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\035-P19.wptt,35,Test,035-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\035-P20.wptt,35,Train,035-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\036-P16.wptt,36,Train,036-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\036-P17.wptt,36,Train,036-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\036-P18.wptt,36,Train,036-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\036-P19.wptt,36,Train,036-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\036-P20.wptt,36,Test,036-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\037-P16.wptt,37,Train,037-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\037-P17.wptt,37,Train,037-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\037-P18.wptt,37,Train,037-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\037-P19.wptt,37,Test,037-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\037-P20.wptt,37,Train,037-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\039-P16.wptt,39,Train,039-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\039-P17.wptt,39,Train,039-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\039-P18.wptt,39,Train,039-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\039-P19.wptt,39,Test,039-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\039-P20.wptt,39,Train,039-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\040-P16.wptt,40,Test,040-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\040-P17.wptt,40,Train,040-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\040-P18.wptt,40,Train,040-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\040-P19.wptt,40,Train,040-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\040-P20.wptt,40,Train,040-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\041-P16.wptt,41,Train,041-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\041-P17.wptt,41,Train,041-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\041-P18.wptt,41,Train,041-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\041-P19.wptt,41,Train,041-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\041-P20.wptt,41,Test,041-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\043-P16.wptt,43,Train,043-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\043-P17.wptt,43,Train,043-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\043-P18.wptt,43,Train,043-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\043-P19.wptt,43,Test,043-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\043-P20.wptt,43,Train,043-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\044-P16.wptt,44,Train,044-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\044-P17.wptt,44,Test,044-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\044-P18.wptt,44,Train,044-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\044-P19.wptt,44,Train,044-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\044-P20.wptt,44,Train,044-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\045-P16.wptt,45,Train,045-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\045-P17.wptt,45,Train,045-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\045-P18.wptt,45,Test,045-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\045-P19.wptt,45,Train,045-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\045-P20.wptt,45,Train,045-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\047-P16.wptt,47,Train,047-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\047-P17.wptt,47,Train,047-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\047-P18.wptt,47,Train,047-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\047-P19.wptt,47,Test,047-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\047-P20.wptt,47,Train,047-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\048-P16.wptt,48,Train,048-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\048-P17.wptt,48,Train,048-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\048-P18.wptt,48,Train,048-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\048-P19.wptt,48,Test,048-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\048-P20.wptt,48,Train,048-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\049-P16.wptt,49,Train,049-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\049-P17.wptt,49,Train,049-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\049-P18.wptt,49,Test,049-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\049-P19.wptt,49,Train,049-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\049-P20.wptt,49,Train,049-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\050-P16.wptt,50,Test,050-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\050-P17.wptt,50,Train,050-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\050-P18.wptt,50,Train,050-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\050-P19.wptt,50,Train,050-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\050-P20.wptt,50,Train,050-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\051-P16.wptt,51,Test,051-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\051-P17.wptt,51,Train,051-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\051-P18.wptt,51,Train,051-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\051-P19.wptt,51,Train,051-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\051-P20.wptt,51,Train,051-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\052-P16.wptt,52,Test,052-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\052-P17.wptt,52,Train,052-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\052-P18.wptt,52,Train,052-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\052-P19.wptt,52,Train,052-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\052-P20.wptt,52,Train,052-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\053-P16.wptt,53,Train,053-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\053-P17.wptt,53,Train,053-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\053-P18.wptt,53,Train,053-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\053-P19.wptt,53,Train,053-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\053-P20.wptt,53,Test,053-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\054-P16.wptt,54,Train,054-P16
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\054-P17.wptt,54,Train,054-P17
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\054-P18.wptt,54,Train,054-P18
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\054-P19.wptt,54,Train,054-P19
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\054-P20.wptt,54,Test,054-P20
F:\PycharmProjects\DeepWriterID-v2\\data\raw\WPTT2.0-Train\055-P16.wptt,55,Train,055-P16
